englishTerm,koreanTerm,explanation
Valsalva maneuver,발살바법,심호흡뒤에 입과 콧구멍을 막고 숨을 내뱉으려고 배에 힘을 주는 조작(操作)을 말한다. 부교감신경을 흥분시키는 효과, 흉강내압(胸腔内压)을 높여서 정맥환류(靜脈还流)를 일시적으로 감소시키는 효과가 있다. 자율신경기능검사법(自律神經機能檢査法)으로서, 또 순환동태(循环動態)의 부하시험(負荷試驗)으로서 사용된다.[간호학대사전]
Foot board,발지지대,지지기구
Radiation treatment,방사선치료,전리방사선을 이용해서 치료를 하는 것으로, 크게 나누어서 양성질환을 대상으로 하는 것과, 악성종양을 대상으로 하는 경우로 나뉜다. 피부염, 관절염, 근육통 등의 염증성 질환이나 결핵등의 감염증에도 방사선 치료는 실시되고 있으나, 현재에는 방사선 장애 연구의 발달과 화학요법의 진보로 방사선은 별로 사용되지 않게 되었다. 혈관종 등의 양성종양에 대한 조사도 별로 행해지지 않으나, 자연치유를 촉진하는 의미에서 소량의 방사선 조사가 해지는 경우도 있다. 외상이나 수술후의 케로이드형성을 억제하는 데는 약물도 이용되나, 현재에도 방사선이 가장 효과적인것으로 고려되고 있다. 일반적으로 양성질환을 대상으로 하는 방사선 치료는 후손에 악영향을 미친다고 생각되어 별로 행하지 않는다. 그러나 악성종양에 대한 방사선 치료는 한층 진보되었다. 현재에는 심부의 종양에 보다 많은 방사선을 미치게 하기 위해 초고압 방사선요법이 행해는데, 또한 심부의 장기를 지키기 위한 조사에는 전자선 요법, 방사선 감수성이 낮은 것을 조사하기 위해서 중성자요법 등이 행하여지며, 이들은 모두 최근 발달한 방사선 치료이다.[간호학대사전]
Radiation treatment simulation,방사선 모의치료,방사선치료
Rt simulation,방사선 모의치료,방사선치료
Voiding diary,배뇨일지,소변을 본 시간과 그 때의 소변량을 측정하여 스스로 기록한 일지.
Dorsal recumbent position,배횡와위,정상적인 앙와위와 약간 다른점은 무릎을 세우고 누운 자세.
Dorsal recumbent position,배둔위,정상적인 앙와위와 약간 다른점은 무릎을 세우고 누운 자세.
WBC,백혈구,1) 혈액내에 골수구계세포와 림프계세포, 단핵구계세포를 모두 통틀어 말한다. 백혈구의 증가가 있으면 대개 감염이 있거나, 혹은 탈수현상이 있음을 의미한다. 또한 지나친 백혈구수의 감소는 인체내 면역기능이 떨어져 있음을 의미하며, 다른 질병에 의해 나타나는 이차적인 현상이 아닌지 꼭 진단을 받아보아야 한다.[알기쉬운 의학용어풀이집] 2) 적혈구에 비해 큰 세포. 외부로부터 침범하는 박테리아, 바이러스, 이물질을 탐식, 제거하고 암에 저항하며 우리 몸을 방어하는 기능을 가진다. 인체 내에 혈액 1mm [경북대 치과대학 구강내과 교실]
Continuous ambulatory peritoneal dialysis,지속복막투석법,새롭게 개발된 복막투석법이고 종래의 방법과 달리 1일 4회 2ℓ의 투석액을 교환해서 24시간 연속해 복막을 이용해 투석하는 방법이다. 특별한 기기나 장치를 필요로 하지 않고 가정에서 액을 교환할 수 있으므로 사회복귀에도 편리하다. 또 혈액 투석에 비해서 중분자량의 요독증성물질이 잘 제거되는 이점도 있다. CAPD 실시에 있어서 복막염의 합병에 주의를 요하는 것은 종래의 복막투석과 같다.[간호학대사전]
Antiarrhythmics,부정맥치료제,넓은 뜻의 부정맥에 사용하는 약물로는 디기탈리스, 파파베린, 콜린작동약, 아드레날린약, 항콜린작동약, 항아드레날린작동약, 항히스타민약 등이 포함되는데, 키니딘, 프로카인 아마이드, 아디마린, 브레틸륨, 프로프라놀, 리도카인, 디소피라마이드 등의 심근억제 작용을 아울러 지닌 것을 항부정맥약이라 하고 대표는 키니딘, 프로카인 아마이드이다. 디기탈리스부정맥에는 디페닐히단토인이 뚜렷한 효과를 나타낸다.[간호학대사전]
Antiarrhythmics,항부정맥약,넓은 뜻의 부정맥에 사용하는 약물로는 디기탈리스, 파파베린, 콜린작동약, 아드레날린약, 항콜린작동약, 항아드레날린작동약, 항히스타민약 등이 포함되는데, 키니딘, 프로카인 아마이드, 아디마린, 브레틸륨, 프로프라놀, 리도카인, 디소피라마이드 등의 심근억제 작용을 아울러 지닌 것을 항부정맥약이라 하고 대표는 키니딘, 프로카인 아마이드이다. 디기탈리스부정맥에는 디페닐히단토인이 뚜렷한 효과를 나타낸다.[간호학대사전]
Antiarrhythmics,항부정맥제,넓은 뜻의 부정맥에 사용하는 약물로는 디기탈리스, 파파베린, 콜린작동약, 아드레날린약, 항콜린작동약, 항아드레날린작동약, 항히스타민약 등이 포함되는데, 키니딘, 프로카인 아마이드, 아디마린, 브레틸륨, 프로프라놀, 리도카인, 디소피라마이드 등의 심근억제 작용을 아울러 지닌 것을 항부정맥약이라 하고 대표는 키니딘, 프로카인 아마이드이다. 디기탈리스부정맥에는 디페닐히단토인이 뚜렷한 효과를 나타낸다.[간호학대사전]
Nasal prong,비강캐뉼러,산소흡입방법의 하나인데 콧구멍에 캐뉼라를 놓고、안경모양으로 귀로 지탱하는 것이다. 간편하고 경제적(經費的)으로 도관을 넣기를 싫어하는 사람에게 편리하고, 입으로 호흡하는 경향이 있는 사람에게는 특히 야간에 부적당하다. 산소흡입량은 환자의 분당환기량의 1/4정도 즉 1~2ℓ/분 정도에서 시작하고 긴급을 요하는 경우를 제하고 동맥혈가스분석치를 참조하면서 시간을 걸려서 필요량까지 도달해 6ℓ/분 정도까지 증가한다. 6ℓ/분 산소의 투여에 의해 흡입산소농도는 30~40%에 이른다.[간호학대사전]
Oxygen cannular,산소캐뉼러,산소흡입방법의 하나인데 콧구멍에 캐뉼라를 놓고、안경모양으로 귀로 지탱하는 것이다. 간편하고 경제적(經費的)으로 도관을 넣기를 싫어하는 사람에게 편리하고, 입으로 호흡하는 경향이 있는 사람에게는 특히 야간에 부적당하다. 산소흡입량은 환자의 분당환기량의 1/4정도 즉 1~2ℓ/분 정도에서 시작하고 긴급을 요하는 경우를 제하고 동맥혈가스분석치를 참조하면서 시간을 걸려서 필요량까지 도달해 6ℓ/분 정도까지 증가한다. 6ℓ/분 산소의 투여에 의해 흡입산소농도는 30~40%에 이른다.[간호학대사전]
O2 cannular,산소캐뉼러,산소흡입방법의 하나인데 콧구멍에 캐뉼라를 놓고、안경모양으로 귀로 지탱하는 것이다. 간편하고 경제적(經費的)으로 도관을 넣기를 싫어하는 사람에게 편리하고, 입으로 호흡하는 경향이 있는 사람에게는 특히 야간에 부적당하다. 산소흡입량은 환자의 분당환기량의 1/4정도 즉 1~2ℓ/분 정도에서 시작하고 긴급을 요하는 경우를 제하고 동맥혈가스분석치를 참조하면서 시간을 걸려서 필요량까지 도달해 6ℓ/분 정도까지 증가한다. 6ℓ/분 산소의 투여에 의해 흡입산소농도는 30~40%에 이른다.[간호학대사전]
Bidet,비데,위생 도기의 일종으로 용변 후 생식기와 항문 주위를 세척하는 데 쓰이는 기구.
Nasal decongestant,비충혈제거제,코 점막 염증반응에 의한 부종 때문에 나타나는 코막힘 증상을 호전시키는 약제.
Nasal decongestant,항비색제,코 점막 염증반응에 의한 부종 때문에 나타나는 코막힘 증상을 호전시키는 약제.
Vitamin preparation,비타민제,비타민을 순수하게 추출하거나, 합성하여 제조한 약제. 비타민 결핍증의 치료와 예방을 위하여 쓰며, 신체 기능에 자극을 주어 활발하게 하는 작용이 있음.
Usage,사용법,쓰는 방법.[표준국어대사전]
Instruction,교육,지식과 기술 따위를 가르치며 인격을 길러 줌.[표준국어대사전]
Oxygen hood,산소머리덮개,고농도의 산소를 투여하기 위해 환자의 두부에 놓는 장치.[Mosby's Medical Dictionary, 8th edition. ⓒ 2009, Elsevier.]
Oxygen hood,산소후드,고농도의 산소를 투여하기 위해 환자의 두부에 놓는 장치.[Mosby's Medical Dictionary, 8th edition. ⓒ 2009, Elsevier.]
Calligraphy therapy,서예요법,요법
Windowing,개창술,
Urine analysis,소변검사,1) 소변의 성분을 검사함으로써 전신의 상태, 병변(病變)을 알아내는 진단법.[두산백과] 2) 소변을 이용한 물리적, 생화학적 검사의 통칭[서울대학교병원 의학정보]
Dilatation and curettage,경관확장자궁소파술,자궁이란 태아가 수태되어서 분만전까지 발육하고 성장하는 공간이다. 자궁속에 병변이 있어 임신이 계속될 수 없거나 아니면 다른 이유로 임신되어 있는 태아를 제거하고자 할 경우에 사용되는 방법이다. 여기서 긁어내기 위하여는 우선 자궁의 입구에 해당하는 자궁목을 확장시켜야 한다. 여기에는 급속히 확장을 시도하는 법과 서서히 확장을 시도하는 2가지 방법이 있다. 자궁목을 급속히 확장할 때는 헤가르 목관확장기(Hegar's dilatator)를 사용한다. 이것은 작은 금속막대로 작은 크기부터 큰 크기까지 다양한 크기가 있어서 우선 작은 막대로 시작하여 점점 큰 크기의 막대를 자궁목에 넣어서 자궁목을 확장시킨다. 서서히 확장시킬 때는 Laminaria tent를 목관에 삽입하는 방법을 사용한다. Laminaria tent란 해초로 만든 작은 막대로 수분을 흡수하면 점점 늘어나는 성질이 있다. 이것을 자궁의 목에 넣으면 이것이 수분을 흡수하여 늘어나므로 천천히 자궁의 목이 늘어난다. 자궁목이 충분히 늘어나면 그 속으로 끝이 숟가락처럼 생긴 기구를 넣어서 자궁속의 병변이나 임신된 태아를 긁어내는데 여기에 사용되는 숟가락처럼 생긴 기구를 큐렛이라고 한다. 초기 임신중절 즉 유산과 같은 임신과 관련된 경우뿐만 아니라, 비임신 자궁의 자궁내막조직의 채취 및 제거를 위해서도 행해지는 수기이다. 이는 원칙적으로 마취하에 실시되는 것으로 자궁목관을 확장하고 기구로 자궁 내용물을 제거하고 큐렛으로 자궁내벽을 깨끗이 한다. 자궁천공이나 자궁목의 파열 등의 위험이 따르며, 수술후 감염 또는 출혈 등에 대한 주의가 필요하다.[알기쉬운 의하용어풀이집]
Dilatation&curettage,자궁목확장긁어냄술,자궁이란 태아가 수태되어서 분만전까지 발육하고 성장하는 공간이다. 자궁속에 병변이 있어 임신이 계속될 수 없거나 아니면 다른 이유로 임신되어 있는 태아를 제거하고자 할 경우에 사용되는 방법이다. 여기서 긁어내기 위하여는 우선 자궁의 입구에 해당하는 자궁목을 확장시켜야 한다. 여기에는 급속히 확장을 시도하는 법과 서서히 확장을 시도하는 2가지 방법이 있다. 자궁목을 급속히 확장할 때는 헤가르 목관확장기(Hegar's dilatator)를 사용한다. 이것은 작은 금속막대로 작은 크기부터 큰 크기까지 다양한 크기가 있어서 우선 작은 막대로 시작하여 점점 큰 크기의 막대를 자궁목에 넣어서 자궁목을 확장시킨다. 서서히 확장시킬 때는 Laminaria tent를 목관에 삽입하는 방법을 사용한다. Laminaria tent란 해초로 만든 작은 막대로 수분을 흡수하면 점점 늘어나는 성질이 있다. 이것을 자궁의 목에 넣으면 이것이 수분을 흡수하여 늘어나므로 천천히 자궁의 목이 늘어난다. 자궁목이 충분히 늘어나면 그 속으로 끝이 숟가락처럼 생긴 기구를 넣어서 자궁속의 병변이나 임신된 태아를 긁어내는데 여기에 사용되는 숟가락처럼 생긴 기구를 큐렛이라고 한다. 초기 임신중절 즉 유산과 같은 임신과 관련된 경우뿐만 아니라, 비임신 자궁의 자궁내막조직의 채취 및 제거를 위해서도 행해지는 수기이다. 이는 원칙적으로 마취하에 실시되는 것으로 자궁목관을 확장하고 기구로 자궁 내용물을 제거하고 큐렛으로 자궁내벽을 깨끗이 한다. 자궁천공이나 자궁목의 파열 등의 위험이 따르며, 수술후 감염 또는 출혈 등에 대한 주의가 필요하다.[알기쉬운 의하용어풀이집]
Soft collar,소프트칼라보조기,재질이 약간 굳은 상태를 나타내는 경부 보조기.측면으로 개폐를 하며 목의 앞부분과 칼라(collar)사이가 손가락 2개 정도가 들어갈 정도의 공간을 허락함.
Visual analogue scale,시각상사척도,시각척도는 일정한 직선위에 통증의 정도를 표시하게 하는 방법.
